Code,"Scientific Name","Common Name","Last Update","# of Sequences","NCBI TaxonId",D.
MICCC,"Micromonas commoda  (strain RCC299 / NOUM17 / CCMP2709)","Picoplanktonic green alga",2017-Aug-10,10132,296587,E
SPHMS,"Sphaerulina musiva  (strain SO2202)","Poplar stem canker fungus",2019-Mar-20,10156,692275,E
AMYMS,"Amycolatopsis mediterranei  (strain S699)",,2015-Apr-07,10191,713604,B
VERA1,"Verticillium alfalfae  (strain VaMs.102 / ATCC MYA-4576 / FGSC 10136)","Verticillium wilt of alfalfa",2021-Jul-04,10237,526221,E
DACPD,"Dacryopinax primogenitus  (strain DJM 731)","Brown rot fungus",2021-Sep-28,10240,1858805,E
MICPC,"Micromonas pusilla  (strain CCMP1545)","Picoplanktonic green alga",2016-Jul-05,10246,564608,E
EXOME,"Exophiala mesophila","Black yeast",2020-Nov-16,10347,212818,E
BOTPV,"Botryosphaeria parva  (strain UCR-NP2)","Grapevine canker fungus",2020-Nov-16,10366,1287680,E
AGABI,"Agaricus bisporus","Common mushroom",2010-Sep-29,10366,192523,E
ASPNG,"Aspergillus niger",,2020-Nov-16,10373,5061,E
NEUT9,"Neurospora tetrasperma  (strain FGSC 2509 / P0656)",,2012-Dec-04,10374,510952,E
SARSC,"Sarcoptes scabiei","Itch mite",2016-May-31,10389,52283,E
NEOFI,"Neosartorya fischeri  (strain ATCC 1020 / DSM 3700 / CBS 544.65 / FGSC A1164 / JCM 1740 / NRRL 181 / WB 181)",,2013-Jan-13,10402,331117,E
ASPTN,"Aspergillus terreus  (strain NIH 2624 / FGSC A1156)",,2013-Jan-13,10404,341663,E
ANODA,"Anopheles darlingi",Mosquito,2015-Jun-16,10441,43151,E
EMENI,"Emericella nidulans  (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)",,2010-May-24,10510,227321,E
VERDA,"Verticillium dahliae","Verticillium wilt",2012-Dec-17,10529,27337,E
VERDV,"Verticillium dahliae  (strain VdLs.17 / ATCC MYA-4575 / FGSC 10137)","Verticillium wilt",2018-Mar-05,10535,498257,E
CONC2,"Conidiobolus coronatus  (strain ATCC 28846 / CBS 209.66 / NRRL 28638)",,2021-Sep-28,10572,796925,E
ECHMU,"Echinococcus multilocularis","Fox tapeworm",2021-Aug-23,10669,6211,E
EMEND,"Emericella nidulans",,2012-Dec-04,10674,162425,E
BEABA,"Beauveria bassiana","White muscardine disease fungus",2019-Mar-20,10695,176275,E
STAC4,"Stachybotrys chlorohalonata  (strain IBT 40285)",,2020-Nov-16,10706,1283841,E
PEDHC,"Pediculus humanus  subsp. corporis","Body louse",2010-Jun-30,10733,121224,E
PETMA,"Petromyzon marinus","Sea lamprey",2015-Oct-19,10766,7757,E
AURPU,"Aureobasidium pullulans","Black yeast",2012-Dec-04,10808,5580,E
ASPAC,"Aspergillus aculeatus",,2013-Jan-13,10819,5053,E
THECL,"Thelazia callipaeda","Oriental eyeworm",2018-Jan-28,10912,103827,E
ZYMTR,"Zymoseptoria tritici","Speckled leaf blotch fungus",2015-Sep-29,10914,1047171,E
DACHA,"Dactylellina haptotyla  (strain CBS 200.50)","Nematode-trapping fungus",2020-Nov-16,10959,1284197,E
CHAGB,"Chaetomium globosum  (strain ATCC 6205 / CBS 148.51 / DSM 1962 / NBRC 6347 / NRRL 1970)","Soil fungus",2021-Sep-29,11048,306901,E
SYNRA,"Syncephalastrum racemosum","Filamentous fungus",2020-Nov-16,11121,13706,E
PICSO,"Pichia sorbitophila  (strain ATCC MYA-4447 / BCRC 22081 / CBS 7064 / NBRC 10061 / NRRL Y-12695)","Hybrid yeast",2019-Mar-24,11175,559304,E
AURAN,"Aureococcus anophagefferens","Harmful bloom alga",2015-Dec-15,11225,44056,E
AGABU,"Agaricus bisporus var. burnettii  (strain JB137-S8 / ATCC MYA-4627 / FGSC 10392)","White button mushroom",2020-Nov-16,11278,597362,E
FOMME,"Fomitiporia mediterranea  (strain MF3/22)","Grapevine white-rot fungus",2012-Dec-04,11295,694068,E
RHIZD,"Rhizopus microsporus",,2021-Sep-27,11352,58291,E
MAGP6,"Magnaporthiopsis poae  (strain ATCC 64411 / 73-15)","Kentucky bluegrass fungus",2018-Sep-26,11370,644358,E
PENCH,"Penicillium chrysogenum",,2012-Dec-04,11396,5076,E
SCHMA,"Schistosoma mansoni",,2011-Aug-15,11404,6183,E
MEGSC,"Megaselia scalaris","Humpbacked fly",2014-Nov-05,11428,36166,E
TRIAD,"Trichoplax adhaerens",,2009-Nov-12,11466,10228,E
ASPC5,"Aspergillus carbonarius  (strain ITEM 5010)",,2020-Nov-16,11478,602072,E
ARTOA,"Arthrobotrys oligospora  (strain ATCC 24927 / CBS 115.81 / DSM 1491)","Nematode-trapping fungus",2019-Jan-22,11479,756982,E
PUNST,"Punctularia strigosozonata  (strain HHB-11173)","White-rot fungus",2012-Dec-17,11495,741275,E
TRIHA,"Trichoderma harzianum",,2019-Mar-24,11498,5544,E
AJEDR,"Ajellomyces dermatitidis  (strain ER-3 / ATCC MYA-2586)",,2020-Nov-16,11539,559297,E
CRYPA,"Cryphonectria parasitica","Chesnut blight fungus",2012-Dec-17,11563,5116,E
MUCCI,"Mucor circinelloides",,2012-Oct-22,11568,36080,E
THAPS,"Thalassiosira pseudonana","Marine diatom",2016-Jul-10,11593,296543,E
PUCT1,"Puccinia triticina  (isolate 1-1 / race 1 (BBBD))","Brown leaf rust fungus",2020-Nov-16,11638,630390,E
EUTLA,"Eutypa lata  (strain UCR-EL1)","Grapevine dieback disease fungus",2019-Jan-22,11685,1287681,E
SALR5,"Salpingoeca rosetta  (strain ATCC 50818 / BSB-021)",,2017-Jun-15,11708,946362,E
SERID,"Serendipita indica  (strain DSM 11827)",,2012-Dec-04,11712,1109443,E
VICPA,"Vicugna pacos",Alpaca,2014-Jun-18,11733,30538,E
GLOTA,"Gloeophyllum trabeum  (strain ATCC 11539 / FP-39264 / Madison 617)","Brown rot fungus",2021-Sep-29,11755,670483,E
PHATC,"Phaeodactylum tricornutum  (strain CCAP 1055/1)",,2016-Jul-10,11769,556484,E
GLOTR,"Gloeophyllum trabeum","Brown rot fungus",2012-Dec-04,11782,104355,E
PENNA,"Penicillium nalgiovense",,2020-Nov-16,11853,60175,E
HYPAI,"Hypocrea atroviridis  (strain ATCC 20476 / IMI 206040)",,2012-Dec-04,11857,452589,E
PHLGI,"Phlebiopsis gigantea","White-rot fungus",2012-Dec-17,11880,82310,E
ASPOR,"Aspergillus oryzae  (strain ATCC 42149 / RIB 40)","Yellow koji mold",2013-Jan-13,12008,510516,E
COLGR,"Colletotrichum graminicola","Maize anthracnose fungus",2015-Sep-29,12019,31870,E
EPING,"Epicoccum nigrum","Soil fungus",2021-Sep-27,12025,105696,E
DROBS,"Drosophila busckii","Fruit fly",2020-Feb-09,12116,30019,E
COCLU,"Cochliobolus lunatus","Filamentous fungus",2012-Dec-17,12129,5503,E
HETAN,"Heterobasidion annosum","Root rot fungus",2013-Jan-13,12162,13563,E
CAVFA,"Cavenderia fasciculata  (strain SH3)","Slime mold",2019-Mar-25,12165,1054147,E
PYRTR,"Pyrenophora tritici-repentis  (strain Pt-1C-BFP)","Wheat tan spot fungus",2018-Sep-26,12169,426418,E
COCSN,"Cochliobolus sativus  (strain ND90Pr / ATCC 201652)","Common root rot and spot blotch fungus",2018-Sep-16,12214,665912,E
ECTSI,"Ectocarpus siliculosus","Brown alga",2016-Jul-13,12242,2880,E
DICSQ,"Dichomitus squalens  (strain LYAD-421)","Western red white-rot fungus",2012-Dec-04,12244,732165,E
DICPU,"Dictyostelium purpureum","Slime mold",2012-Jan-25,12317,5786,E
ASPTC,"Aspergillus tubingensis  (strain CBS 134.48)",,2021-May-02,12319,767770,E
CHOHO,"Choloepus hoffmanni","Hoffmann's two-fingered sloth",2013-Mar-05,12329,9358,E
POLPP,"Polysphondylium pallidum  (strain ATCC 26659 / Pp 5 / PN500)",,2017-Aug-12,12367,670386,E
HYPVG,"Hypocrea virens  (strain Gv29-8 / FGSC 10586)","Gliocladium virens",2012-Dec-04,12407,413071,E
STRRB,"Strongyloides ratti","Parasitic roundworm",2016-May-31,12413,34506,E
DOTSN,"Dothistroma septosporum  (strain NZE10 / CBS 128990)","Red band needle blight fungus",2018-Mar-05,12415,675120,E
LEPMJ,"Leptosphaeria maculans  (strain JN3 / isolate v23.1.3 / race Av1-4-5-6-7-8)","Blackleg fungus",2012-Dec-04,12466,985895,E
DENPD,"Dendroctonus ponderosae","Mountain pine beetle",2014-Nov-05,12605,77166,E
MAGGR,"Magnaporthe grisea","rice blast fungus",2007-Sep-11,12637,148305,E
COLSU,"Colletotrichum sublineola","Sorghum anthracnose fungus",2015-Sep-29,12693,1173701,E
MAGO7,"Magnaporthe oryzae  (strain 70-15 / ATCC MYA-4617 / FGSC 8958)","Rice blast fungus",2017-Sep-21,12706,242507,E
WOLCO,"Wolfiporia cocos  (strain MD-104)","Brown rot fungus",2012-Dec-17,12726,742152,E
PENRW,"Penicillium rubens  (strain ATCC 28089 / DSM 1075 / NRRL 1951 / Wisconsin 54-1255)",,2012-Nov-08,12770,500485,E
HELME,"Heliconius melpomene","Postman butterfly",2016-Dec-20,12822,34740,E
TAEMU,"Taenia multiceps","Coenurus tapeworm",2021-Aug-23,12890,94034,E
DICDI,"Dictyostelium discoideum","Slime mold",2009-Sep-02,12921,44689,E
ONCVO,"Onchocerca volvulus",,2014-Oct-26,12948,6282,E
LEPSM,"Lepeophtheirus salmonis","Salmon louse",2016-May-31,13012,72036,E
TALSN,"Talaromyces stipitatus  (strain ATCC 10500 / CBS 375.48 / QM 6759 / NRRL 1006)",,2016-Dec-22,13014,441959,E
WUCBA,"Wuchereria bancrofti",,2021-Aug-31,13058,6293,E
SORAR,"Sorex araneus","Eurasian common shrew",2013-Mar-10,13096,42254,E
SCHCO,"Schizophyllum commune","Split gill fungus",2012-Dec-04,13112,5334,E
PSEPJ,"Pseudocohnilembus persalinus",Ciliate,2018-Jul-11,13179,266149,E
SCHCM,"Schizophyllum commune  (strain H4-8 / FGSC 9210)","Split gill fungus",2020-Nov-16,13194,578458,E
HYAAE,"Hyaloperonospora arabidopsidis  (strain Emoy2)","Downy mildew agent",2016-Jul-03,13293,559515,E
COCH5,"Cochliobolus heterostrophus  (strain C5 / ATCC 48332 / race O)","Southern corn leaf blight fungus",2020-Nov-16,13316,701091,E
GIBZA,"Gibberella zeae","Wheat head blight fungus",2012-Dec-04,13320,5518,E
COPC7,"Coprinopsis cinerea  (strain Okayama-7 / 130 / ATCC MYA-4618 / FGSC 9003)","Inky cap fungus",2019-Jan-22,13356,240176,E
PYROM,"Pyronema omphalodes  (strain CBS 100304)",,2018-Sep-16,13367,1076935,E
ANGCS,"Angiostrongylus costaricensis","Nematode worm",2021-Aug-31,13417,334426,E
DROTK,"Drosophila takahashii","Fruit fly",2015-Apr-06,13459,29030,E
ALTAL,"Alternaria alternata","Alternaria rot fungus",2020-Nov-16,13466,5599,E
ASPFN,"Aspergillus flavus  (strain ATCC 200026 / FGSC A1120 / NRRL 3357 / JCM 12722 / SRRC 167)",,2012-Nov-15,13487,332952,E
CARSF,"Carlito syrichta","Philippine tarsier",2013-Mar-10,13555,1868482,E
MONPE,"Moniliophthora perniciosa  (strain FA553 / isolate CP02)","Witches'-broom disease fungus",2019-Mar-24,13559,554373,E
CONPW,"Coniophora puteana  (strain RWD-64-598)","Brown rot fungus",2012-Dec-04,13727,741705,E
FOMPI,"Fomitopsis pinicola  (strain FP-58527)","Brown rot fungus",2012-Dec-04,13812,743788,E
GONPJ,"Gonapodya prolifera  (strain JEL478)",,2020-Nov-16,13831,1344416,E
CIOSA,"Ciona savignyi","Pacific transparent sea squirt",2013-Jan-30,13936,51511,E
PASFU,"Passalora fulva","Tomato leaf mold",2012-Dec-17,13957,5499,E
DROKI,"Drosophila kikkawai","Fruit fly",2015-Apr-06,13974,30033,E
STEHR,"Stereum hirsutum  (strain FP-91666)","White-rot fungus",2012-Dec-04,14024,721885,E
DROFC,"Drosophila ficusphila","Fruit fly",2015-Apr-06,14064,30025,E
LUCCU,"Lucilia cuprina","Green bottle fly",2016-May-31,14101,7375,E
LUPAN,"Lupinus angustifolius","Narrow-leaved blue lupine",2018-Mar-10,14126,3871,E
GIBM7,"Gibberella moniliformis  (strain M3125 / FGSC 7600)","Maize ear and stalk rot fungus",2017-Nov-08,14181,334819,E
TRAVS,"Trametes versicolor  (strain FP-101664)","White-rot fungus",2012-Dec-04,14210,717944,E
DROBP,"Drosophila bipectinata","Fruit fly",2015-Apr-06,14265,42026,E
VOLCA,"Volvox carteri","Green alga",2016-Jul-12,14309,3067,E
BRUMA,"Brugia malayi","Filarial nematode worm",2014-Mar-02,14312,6279,E
ANOGA,"Anopheles gambiae","African malaria mosquito",2019-Apr-07,14325,7165,E
ZOONE,"Zootermopsis nevadensis","Dampwood termite",2015-Mar-08,14336,136037,E
DROVI,"Drosophila virilis","Fruit fly",2010-Jun-14,14351,7244,E
MELHA,"Meloidogyne hapla","Root-knot nematode worm",2018-Jan-28,14420,6305,E
TRAPU,"Trametes pubescens","White-rot fungus",2020-Nov-16,14438,154538,E
SCLS1,"Sclerotinia sclerotiorum  (strain ATCC 18683 / 1980 / Ss-1)","White mold",2012-Dec-04,14446,665079,E
DROMO,"Drosophila mojavensis","Fruit fly",2014-Mar-24,14474,7230,E
SERL3,"Serpula lacrymans var. lacrymans  (strain S7.3)","Dry rot fungus",2021-May-02,14481,936435,E
ERIEU,"Erinaceus europaeus","Western European hedgehog",2013-Mar-05,14488,9365,E
DRORH,"Drosophila rhopaloa","Fruit fly",2016-Feb-25,14505,1041015,E
DROEU,"Drosophila eugracilis","Fruit fly",2015-Apr-06,14515,29029,E
BOMMO,"Bombyx mori",Silkworm,2010-Nov-15,14577,7091,E
DROGR,"Drosophila grimshawi","Fruit fly",2010-Jul-14,14604,7222,E
PIRSE,"Piromyces sp.  (strain E2)",,2020-Nov-16,14612,73868,E
MELGA,"Meleagris gallopavo","Common turkey",2013-Mar-05,14627,9103,E
THEKT,"Thelohanellus kitauei",Myxosporean,2016-May-31,14693,669202,E
FUSPO,"Fusarium poae",,2020-Nov-16,14740,36050,E
CAMFO,"Camponotus floridanus","Florida carpenter ant",2016-Aug-03,14746,104421,E
TRICA,"Tribolium castaneum","Red flour beetle",2012-Jan-25,14798,7070,E
DROER,"Drosophila erecta","Fruit fly",2015-Feb-24,14825,7220,E
LOALO,"Loa loa","Eye worm",2014-Oct-26,14863,7209,E
DROEL,"Drosophila elegans","Fruit fly",2016-Feb-25,14881,30023,E
STRMM,"Strigamia maritima","European centipede",2015-Mar-08,14888,126957,E
ABSGL,"Absidia glauca","Pin mould",2020-Nov-16,14891,4829,E
DROAN,"Drosophila ananassae","Fruit fly",2015-Feb-24,14909,7217,E
HARSA,"Harpegnathos saltator","Jerdon's jumping ant",2016-Aug-03,14985,610380,E
GRIFR,"Grifola frondosa",Maitake,2018-Sep-26,15039,5627,E
RHOPR,"Rhodnius prolixus","Triatomid bug",2015-Jun-16,15045,13249,E
AEDAE,"Aedes aegypti","Yellow fever mosquito",2007-Feb-02,15129,7159,E
DROWI,"Drosophila willistoni",,2010-Jan-28,15245,7260,E
MACEU,"Macropus eugenii","Tammar wallaby",2013-Mar-05,15262,9315,E
DROSI,"Drosophila simulans","Fruit fly",2015-Feb-25,15301,7240,E
APIME,"Apis mellifera",Honeybee,2019-Apr-07,15314,7460,E
TUPBE,"Tupaia belangeri","Common tree shrew",2013-Mar-10,15373,37347,E
FICAL,"Ficedula albicollis","Collared flycatcher",2013-Oct-03,15383,59894,E
PESFW,"Pestalotiopsis fici  (strain W106-1 / CGMCC3.15140)",,2018-Mar-04,15413,1229662,E
FUSC1,"Fusarium oxysporum f. sp. cubense  (strain race 1)","Panama disease fungus",2017-Nov-07,15438,1229664,E
PLAHL,"Plasmopara halstedii","Downy mildew of sunflower",2019-Sep-22,15469,4781,E
DRONA,"Drosophila navojoa","Fruit fly",2020-Mar-25,15518,7232,E
NAEGR,"Naegleria gruberi",Amoeba,2012-Feb-15,15569,744533,E
PHYRM,"Phytophthora ramorum","Sudden oak death agent",2017-Nov-13,15605,164328,E
TRISP,"Trichinella spiralis","Trichina worm",2012-Apr-17,15661,6334,E
NECHA,"Nectria haematococca",,2013-Jan-13,15671,140110,E
FUSV7,"Fusarium vanettenii  (strain ATCC MYA-4622 / CBS 123669 / FGSC 9596 / NRRL 45880 / 77-13-4)",,2021-Sep-28,15705,660122,E
DIPOR,"Dipodomys ordii","Ord's kangaroo rat",2013-Feb-17,15718,10020,E
ANAPL,"Anas platyrhynchos","Domestic duck",2013-Oct-03,15753,8839,E
DROBM,"Drosophila biarmipes","Fruit fly",2016-Feb-25,15810,125945,E
BOMIM,"Bombus impatiens",Bumblebee,2016-May-31,15842,132113,E
DROYA,"Drosophila yakuba","Fruit fly",2014-Mar-02,15845,7245,E
OCHPR,"Ochotona princeps","Southern American pika",2013-Mar-07,15868,9978,E
DROPS,"Drosophila pseudoobscura pseudoobscura","Fruit fly",2014-Mar-24,15918,46245,E
PHAND,"Phaeosphaeria nodorum","Glume blotch fungus",2013-Jan-13,15975,13684,E
DROSE,"Drosophila sechellia","Fruit fly",2014-Nov-05,15979,7238,E
PROCA,"Procavia capensis","Cape hyrax",2013-Mar-07,16002,9813,E
MNELE,"Mnemiopsis leidyi","Sea walnut",2015-Jun-16,16020,27923,E
PHYBL,"Phycomyces blakesleeanus",,2013-Jan-13,16077,4837,E
MICMU,"Microcebus murinus","Lesser mouse lemur",2013-Mar-05,16223,30608,E
DANPL,"Danaus plexippus","Monarch butterfly",2014-Mar-02,16232,13037,E
KLEFL,"Klebsormidium flaccidum","Filamentous green alga",2016-Jul-20,16253,3175,E
BOTFB,"Botryotinia fuckeliana  (strain B05.10)",,2007-Sep-16,16299,332648,E
OOCBI,"Ooceraea biroi",Ant,2016-Aug-03,16303,2015173,E
SOLIN,"Solenopsis invicta","Red imported fire ant",2014-Mar-02,16378,13686,E
PHANO,"Phaeosphaeria nodorum  (strain SN15 / ATCC MYA-4574 / FGSC 10173)",,2007-Sep-16,16489,321614,E
TURTR,"Tursiops truncatus","Atlantic bottle-nosed dolphin",2013-Mar-10,16496,9739,E
ECHTE,"Echinops telfairi","Lesser hedgehog tenrec",2013-Mar-05,16499,9371,E
CIOIN,"Ciona intestinalis","Transparent sea squirt",2013-Jan-30,16500,7719,E
COLGC,"Colletotrichum gloeosporioides  (strain Cg-14)","Anthracnose fungus",2020-Nov-16,16538,1237896,E
FUSO4,"Fusarium oxysporum f. sp. lycopersici  (strain 4287 / CBS 123668 / FGSC 9935 / NRRL 34936)","Fusarium vascular wilt of tomato",2012-Nov-15,16590,426428,E
MELCN,"Melitaea cinxia","Glanville fritillary",2014-Oct-26,16628,113334,E
DROPE,"Drosophila persimilis","Fruit fly",2015-Feb-24,16667,7234,E
RHIOR,"Rhizopus oryzae","Mucormycosis agent",2012-Oct-18,16831,64495,E
MONDO,"Monodelphis domestica","Gray short-tailed opossum",2015-Jun-17,16844,13616,E
CHLRE,"Chlamydomonas reinhardtii",,2011-Jun-26,16900,3055,E
PTEVA,"Pteropus vampyrus","Large flying fox",2013-Mar-10,16947,132908,E
NASVI,"Nasonia vitripennis","Parasitic wasp",2015-Jun-16,16986,7425,E
TAEGU,"Taeniopygia guttata","Zebra finch",2013-Mar-10,17104,59729,E
PHYNI,"Phytophthora nicotianae","Buckeye rot agent",2017-Aug-12,17348,4790,E
RHIO9,"Rhizopus delemar  (strain RA 99-880 / ATCC MYA-4621 / FGSC 9543 / NRRL 43880)","Mucormycosis agent",2020-Nov-16,17459,246409,E
DROGU,"Drosophila guanche","Fruit fly",2020-Feb-09,17623,7266,E
LINHU,"Linepithema humile","Argentine ant",2016-Dec-15,17630,83485,E
ATTCE,"Atta cephalotes","Leafcutter ant",2012-Jan-18,17766,12957,E
HYPSF,"Hypholoma sublateritium  (strain FD-334 SS-4)",,2020-Nov-16,17771,945553,E
PHYIT,"Phytophthora infestans  (strain T30-4)","Potato late blight fungus",2012-Nov-12,17792,403677,E
TETUR,"Tetranychus urticae","Two-spotted spider mite",2015-Mar-08,18019,32264,E
ANOCA,"Anolis carolinensis","Green anole",2013-Feb-24,18029,28377,E
BODSA,"Bodo saltans","Flagellated protozoan",2018-Mar-25,18188,75058,E
DROAR,"Drosophila arizonae","Fruit fly",2020-Apr-01,18229,7263,E
PELSI,"Pelodiscus sinensis","Chinese softshell turtle",2012-Aug-12,18318,13735,E
DRONM,"Drosophila novamexicana",,2020-Apr-02,18375,47314,E
PONAB,"Pongo abelii","Sumatran orangutan",2013-Mar-07,18420,9601,E
TOXCA,"Toxocara canis","Canine roundworm",2021-Aug-31,18596,6265,E
CULQU,"Culex quinquefasciatus","Southern house mosquito",2010-Nov-09,18642,7176,E
CAVAP,"Cavia aperea","Brazilian guinea pig",2018-Nov-21,18698,37548,E
NOMLE,"Nomascus leucogenys","Northern white-cheeked gibbon",2015-Jun-17,18717,61853,E
LEPOC,"Lepisosteus oculatus","Spotted gar",2013-Dec-17,18893,7918,E
COPCI,"Coprinopsis cinerea","Inky cap fungus",2012-Dec-04,18921,5346,E
DROHY,"Drosophila hydei","Fruit fly",2020-Mar-25,18935,7224,E
CAVPO,"Cavia porcellus","Guinea pig",2013-Jan-29,18940,10141,E
CAEJA,"Caenorhabditis japonica",Nematode,2008-Nov-12,18971,281687,E
ICTTR,"Ictidomys tridecemlineatus",Squirrel,2012-Jul-02,19039,43179,E
NECAM,"Necator americanus","Human hookworm",2021-Aug-31,19153,51031,E
CHLSB,"Chlorocebus sabaeus","Green monkey",2014-Oct-01,19172,60711,E
XENTR,"Xenopus tropicalis","Western clawed frog",2013-Nov-14,19291,8364,E
PAPAN,"Papio anubis","Olive baboon",2014-Oct-01,19329,9555,E
SARHA,"Sarcophilus harrisii","Tasmanian devil",2011-Oct-02,19337,9305,E
RABIT,"Oryctolagus cuniculus",Rabbit,2016-Mar-09,19367,9986,E
ALLM3,"Allomyces macrogynus  (strain ATCC 38327)",,2021-Sep-27,19447,578462,E
CULSO,"Culicoides sonorensis","Biting midge",2019-Mar-24,19466,179676,E
OTOGA,"Otolemur garnettii","Small-eared galago",2013-Mar-07,19514,30611,E
TRYCC,"Trypanosoma cruzi  (strain CL Brener)",,2019-Mar-25,19607,353153,E
FELCA,"Felis catus",Cat,2013-Feb-14,19623,9685,E
ORNAN,"Ornithorhynchus anatinus",Platypus,2008-Mar-26,19730,9258,E
AILME,"Ailuropoda melanoleuca","Giant panda",2013-Mar-03,19816,9646,E
SAPPC,"Saprolegnia parasitica  (strain CBS 223.65)",,2016-Jul-12,19853,695850,E
MYOLU,"Myotis lucifugus","Little brown bat",2015-Jun-17,19862,59463,E
DIACI,"Diaphorina citri","Asian citrus psyllid",2017-Nov-07,19899,121845,E
MUSPF,"Mustela putorius furo","European domestic ferret",2012-Nov-13,19905,9669,E
TETNG,"Tetraodon nigroviridis","Spotted green pufferfish",2013-Mar-10,20020,99883,E
LACBI,"Laccaria bicolor",,2008-Jun-11,20052,29883,E
ORCCI,"Orchesella cincta",Springtail,2019-Mar-24,20247,48709,E
DROMI,"Drosophila miranda","Fruit fly",2020-Feb-09,20280,7229,E
LATCH,"Latimeria chalumnae","West Indian ocean coelacanth",2013-Feb-14,20358,7897,E
PUCGT,"Puccinia graminis f. sp. tritici  (strain CRL 75-36-700-3 / race SCCL)","Black rust",2011-Mar-22,20364,418459,E
PUCGR,"Puccinia graminis","Black stem rust fungus",2012-Dec-04,20364,5297,E
XIPMA,"Xiphophorus maculatus","Southern platyfish",2012-Nov-15,20370,8083,E
HORSE,"Equus caballus",Horse,2013-Mar-03,20405,9796,E
PICSI,"Picea sitchensis","Sitka spruce",2019-Aug-20,20434,3332,E
IXOSC,"Ixodes scapularis",Tick,2009-Sep-09,20454,6945,E
GADMO,"Gadus morhua","Atlantic cod",2013-Mar-03,20479,8049,E
ORYLA,"Oryzias latipes","Medaka fish",2013-Mar-07,20499,8090,E
CANLF,"Canis lupus familiaris",Dog,2013-Jan-29,20610,9615,E
STYLE,"Stylonychia lemnae",Ciliate,2018-Jul-11,20740,5949,E
HYPDU,"Hypsibius dujardini","Water bear",2021-Sep-16,20853,232323,E
CAEEL,"Caenorhabditis elegans",,2016-Nov-17,20869,6239,E
NICAT,"Nicotiana attenuata","Coyote tobacco",2018-Mar-03,20969,49451,E
LOXAF,"Loxodonta africana","African elephant",2013-Feb-14,21050,9785,E
SHEEP,"Ovis aries",Sheep,2013-Dec-17,21084,9940,E
HAECO,"Haemonchus contortus","Barber pole worm",2021-Aug-24,21238,6289,E
HYDVU,"Hydra vulgaris",Hydra,2017-Oct-26,21330,6087,E
ASTRU,"Asterias rubens","Common European starfish",2020-Nov-01,21345,7604,E
BIGNC,"Bigelowiella natans  (strain CCMP2755)",,2016-Oct-09,21472,753081,E
DROSZ,"Drosophila suzukii","Spotted-wing drosophila fruit fly",2020-Apr-01,21573,28584,E
CAEBR,"Caenorhabditis briggsae",,2014-Jun-12,21610,6238,E
PERM5,"Perkinsus marinus  (strain ATCC 50983 / TXsc)",,2016-Jul-10,21654,423536,E
GASAC,"Gasterosteus aculeatus","Three-spined stickleback",2013-Feb-14,21773,69293,E
GORGO,"Gorilla gorilla gorilla","Lowland gorilla",2014-Jun-12,21822,9595,E
HAEPC,"Haemonchus placei","Barber's pole worm",2021-Aug-31,21928,6290,E
MELUD,"Melopsittacus undulatus",Budgerigar,2019-Sep-19,21972,13146,E
DROME,"Drosophila melanogaster","Fruit fly",2017-Sep-21,22111,7227,E
ORENI,"Oreochromis niloticus","Nile tilapia",2012-May-09,22257,8128,E
ARMOS,"Armillaria ostoyae","Armillaria root rot fungus",2021-Sep-28,22299,47428,E
RATNO,"Rattus norvegicus",Rat,2016-Feb-29,22362,10116,E
JUNHY,"Junco hyemalis","Dark-eyed junco",2019-Sep-18,22418,40217,E
ATHCN,"Athene cunicularia","Burrowing owl",2021-Jun-22,22665,194338,E
NIPBR,"Nippostrongylus brasiliensis","Rat hookworm",2021-Aug-31,22796,27835,E
TAKRU,"Takifugu rubripes","Japanese pufferfish",2013-Mar-10,22942,31033,E
VITBC,"Vitrella brassicaformis  (strain CCMP3155)",,2016-Oct-09,22996,1169540,E
ASTMX,"Astyanax mexicanus","Blind cave fish",2013-Dec-17,23079,7994,E
HELRO,"Helobdella robusta",,2008-Jun-15,23263,6412,E
ARAAL,"Arabis alpina","Alpine rock-cress",2017-Aug-10,23286,50452,E
FUKDA,"Fukomys damarensis","Damaraland mole rat",2018-Jan-28,23339,885580,E
AURST,"Auricularia subglabra  (strain TFB-10046 / SS5)","White-rot fungus",2013-Jan-10,23440,717982,E
LOTGI,"Lottia gigantea",Limpet,2008-Jul-10,23514,225164,E
DASNO,"Dasypus novemcinctus","Nine-banded armadillo",2015-Jan-06,23533,9361,E
