EC,TT,%Match,MatchLen,NumMisMat,GapOpen,QueryStart,QueryEnd,DB_SeqStart,DB_SeqEnd,E-Val,BitScore
P37624,Q5SJR7,33.67,98,65,0,359,456,84,181,4.00E-12,66.9
P37624,Q5SJR7,45.1,51,28,0,285,335,11,61,1.00E-07,52.1
P37624,Q5SJR7,33.33,60,40,0,18,77,8,67,3.00E-07,50.7
P37624,Q5SIR9,33.33,93,62,0,348,440,79,171,1.00E-13,71.6
P37624,Q5SIR9,27.43,113,82,0,100,212,91,203,1.00E-08,55.3
P37624,Q5SIR9,35.42,48,31,0,291,338,18,65,3.00E-04,40.5
P37624,Q5SKR4,30.08,123,86,0,349,471,75,197,1.00E-13,71.6
P37624,Q5SKR4,26.77,127,93,0,100,226,86,212,4.00E-12,66.9
P37624,Q5SKR4,45.1,51,28,0,285,335,12,62,2.00E-09,58.1
P37624,Q5SKR4,31.03,58,40,0,14,71,5,62,3.00E-05,43.7
P37624,Q5SIX4,31.71,123,84,0,349,471,94,216,5.00E-13,69.7
P37624,Q5SIX4,34.85,66,43,0,273,338,19,84,2.00E-10,60.9
P37624,Q5SIX4,23.94,142,108,0,100,241,105,246,4.00E-10,60
P37624,Q5SIX4,36.92,65,41,0,12,76,22,86,1.00E-09,58.6
P37624,Q5SH96,40,95,57,0,99,193,93,187,1.00E-12,68.3
P37624,Q5SH96,33.64,107,71,0,349,455,83,189,2.00E-10,60.9
P37624,Q5SJB5,38.24,68,42,0,276,343,4,71,2.00E-12,67.9
P37624,Q5SJB5,28.41,88,63,0,406,493,139,226,6.00E-09,56.3
P37624,Q5SJB5,27.27,88,64,0,411,498,399,486,2.00E-08,54.4
P37624,Q5SJB5,26.98,63,46,0,15,77,7,69,0.002,38.1
P37624,Q5SJB5,42.86,35,20,0,145,179,393,427,0.008,35.8
P37624,Q5SJK1,30.17,116,81,0,349,464,84,199,2.00E-12,67.9
P37624,Q5SJK1,27.78,108,78,0,104,211,99,206,2.00E-08,54.4
P37624,Q5SJK1,32.79,61,41,0,288,348,18,78,6.00E-04,39.5
P37624,Q5SJ55,26.96,115,84,0,380,494,111,225,7.00E-12,66
P37624,Q5SJ55,27.71,83,60,0,121,203,112,194,1.00E-07,52.1
P37624,Q5SJ55,26.67,75,55,0,11,85,3,77,7.00E-06,46
P37624,Q5SJ55,29.85,67,47,0,274,340,2,68,0.004,36.8
P37624,Q5SIR0,39.06,64,39,0,277,340,2,65,6.00E-11,62.8
P37624,Q5SIR0,28.4,81,58,0,14,94,3,83,3.00E-08,53.9
P37624,Q5SIR0,31.17,77,53,0,408,484,136,212,7.00E-07,49.3
P37624,Q5SIR0,38.89,54,33,0,127,180,115,168,3.00E-05,43.7
P37624,Q5SL40,44.23,52,29,0,276,327,3,54,6.00E-11,62.8
P37624,Q5SL40,38.36,73,45,0,123,195,110,182,2.00E-10,60.9
P37624,Q5SL40,29.58,71,50,0,411,481,138,208,3.00E-06,47.4
P37624,Q5SL40,36.36,44,28,0,17,60,8,51,2.00E-05,44.6
P37624,Q5SM72,40.79,76,45,0,105,180,76,151,2.00E-10,61.4
P37624,Q5SM72,31.58,76,52,0,365,440,76,151,1.00E-04,41.9
P37624,Q5SM72,46.67,30,16,0,302,331,27,56,0.002,37.7
P37624,Q5SKQ6,32.05,78,53,0,275,352,3,80,3.00E-10,60.4
P37624,Q5SKQ6,42.86,49,28,0,130,178,130,178,1.00E-06,48.8
P37624,Q5SKQ6,30.51,59,41,0,408,466,148,206,9.00E-05,42.3
P37624,Q5SKQ6,31.37,51,35,0,27,77,19,69,2.00E-04,41.4
P37624,Q5SL46,25.23,107,80,0,388,494,132,238,4.00E-10,60
P37624,Q5SL46,38.33,60,37,0,17,76,8,67,2.00E-08,54.9
P37624,Q5SL46,27.42,62,45,0,277,338,4,65,4.00E-06,47
P37624,Q5SL46,27.63,76,55,0,128,203,132,207,5.00E-05,43.3
P37624,Q5SIN4,31.25,64,44,0,277,340,4,67,8.00E-09,55.8
P37624,Q5SIN4,32.73,55,37,0,141,195,130,184,1.00E-06,48.4
P37624,Q5SIN4,31.71,82,56,0,14,95,5,86,7.00E-06,46
P37624,Q5SKA0,42.19,64,37,0,116,179,104,167,1.00E-08,55.3
P37624,Q5SKA0,38,50,31,0,291,340,14,63,2.00E-05,44.2
P37624,Q5SKA0,55.17,29,13,0,411,439,139,167,0.004,36.8
P37624,Q5SLN1,36.84,57,36,0,140,196,160,216,2.00E-08,54.4
P37624,Q5SLN1,39.22,51,31,0,411,461,171,221,1.00E-06,48.8
P37624,Q5SLN1,34,50,33,0,273,322,21,70,2.00E-06,47.9
P37624,Q5SLN1,40.91,44,26,0,12,55,24,67,7.00E-05,42.8
P37624,Q53VW1,34.38,64,42,0,277,340,2,65,4.00E-08,53.5
P37624,Q53VW1,31.37,51,35,0,23,73,12,62,0.006,36.3
P37624,Q5SID8,34.38,64,42,0,277,340,5,68,4.00E-08,53.5
P37624,Q5SID8,31.25,80,55,0,387,466,117,196,8.00E-08,52.5
P37624,Q5SID8,25.61,82,61,0,11,92,3,84,2.00E-05,44.2
P37624,Q5SID8,38.78,49,30,0,131,179,121,169,9.00E-04,39.1
P37624,Q5SL41,37.7,61,38,0,137,197,144,204,6.00E-08,53
P37624,Q5SL41,44.74,38,21,0,295,332,36,73,2.00E-06,47.9
P37624,Q5SL41,37.21,43,27,0,28,70,33,75,2.00E-04,41.4
P37624,Q5SL41,24.53,53,40,0,411,463,158,210,9.00E-04,39.1
P37624,Q5SIN5,29.41,68,48,0,401,468,53,120,3.00E-07,50.7
P37624,Q5SIN5,33.78,74,49,0,131,204,43,116,7.00E-06,46
P37624,Q5SKQ5,37.5,64,40,0,141,204,133,196,4.00E-07,50.2
P37624,Q5SKQ5,42.22,45,26,0,287,331,13,57,1.00E-06,48.4
P37624,Q5SKQ5,37.5,48,30,0,23,70,13,60,2.00E-04,40.9
P37624,Q5SKQ5,30.19,53,37,0,411,463,143,195,0.003,37.2
P37624,Q5SKE9,32.43,74,50,0,22,95,12,85,7.00E-07,49.3
P37624,Q5SKE9,30.26,76,53,0,277,352,3,78,2.00E-06,47.9
P37624,Q5SKE9,45.45,44,24,0,137,180,124,167,2.00E-05,44.2
P37624,Q5SL21,33.87,62,41,0,405,466,160,221,7.00E-07,49.3
P37624,Q5SL21,38.78,49,30,0,147,195,162,210,7.00E-07,49.3
P37624,Q5SL21,37.78,45,28,0,287,331,21,65,2.00E-04,40.9
P37624,Q5SL20,39.62,53,32,0,288,340,30,82,1.00E-06,48.4
P37624,Q5SL20,30.61,49,34,0,147,195,158,206,5.00E-05,43.3
P37624,Q5SL20,30.65,62,43,0,405,466,156,217,1.00E-04,41.9
P37624,Q5SIG1,30.51,59,41,0,282,340,8,66,3.00E-06,47.4
P37624,Q5SIG1,35.19,54,35,0,142,195,109,162,1.00E-05,45.1
P37624,Q5SIG1,36.17,47,30,0,14,60,4,50,9.00E-05,42.3
P37624,Q5SIG1,26.23,61,45,0,411,471,118,178,0.002,38.1
P37624,Q5SH92,39.58,48,29,0,277,324,4,51,7.00E-06,46
P37624,Q5SIM7,28.79,66,47,0,148,213,475,540,3.00E-05,43.7
P37624,Q5SIM7,55.17,29,13,0,411,439,478,506,0.003,37.2
P37624,Q5SJP4,27.14,70,51,0,425,494,3,72,9.00E-05,42.3
P77212,Q5SLR0,31.13,106,73,0,328,433,342,447,1.00E-14,74.4
P77212,Q5SLR0,42.86,56,32,0,237,292,254,309,7.00E-10,58.2
P77212,Q5SLR0,30,60,42,0,157,216,168,227,2.00E-06,46.7
P77212,Q5SLR0,65,20,7,0,40,59,41,60,5.00E-05,42.1
P77212,Q5SJ61,40,75,45,0,152,226,161,235,6.00E-13,68.4
P77212,Q5SJ61,32.95,88,59,0,229,316,237,324,8.00E-12,64.7
P77212,Q5SJ61,41.46,41,24,0,345,385,352,392,3.00E-06,46.2
P77212,Q5SJ61,57.89,19,8,0,40,58,37,55,0.002,37
P77212,Q5SLK6,48.21,56,29,0,241,296,251,306,2.00E-11,63.3
P77212,Q5SLK6,36.76,68,43,0,324,391,332,399,5.00E-10,58.7
P77212,Q5SLK6,26.8,97,71,0,145,241,154,250,2.00E-08,53.1
P77212,Q5SLK6,47.62,21,11,0,40,60,37,57,0.006,35.2
P77212,Q5SH95,30.25,119,83,0,138,256,129,247,1.00E-10,61
P77212,Q5SH95,41.38,29,17,0,265,293,254,282,0.006,35.2
P64530,Q5SHL1,27.87,61,44,0,25,85,31,91,3.00E-05,40.2
P64530,Q5SGX7,41.67,36,21,0,14,49,18,53,0.003,33.3
P0DMC7,Q5SJH8,40.32,62,37,0,151,212,131,192,1.00E-07,49.8
P0DMC7,Q5SIL7,31.03,58,40,0,4,61,2,59,8.00E-05,40.3
P0DMC7,Q5SIL7,38.3,47,29,0,151,197,151,197,1.00E-04,39.4
P0DMC5,Q5SHK7,26.16,172,127,0,520,691,195,366,7.00E-20,92.6
P0DMC5,Q5SHK7,40.63,32,19,0,459,490,136,167,0.005,36.6
P0DMC5,Q5SJL3,36.44,118,75,0,827,944,5,122,2.00E-18,87.5
P0DMC5,Q5SJ71,40.45,89,53,0,604,692,870,958,4.00E-15,76.9
P0DMC5,Q5SJ71,36.36,77,49,0,465,541,732,808,1.00E-10,62.1
P0DMC5,Q5SJ71,60.87,23,9,0,582,604,847,869,0.007,36.2
P0DMC5,Q5SI71,35.29,85,55,0,614,698,384,468,3.00E-13,70.4
P0DMC5,Q5SI71,35.71,42,27,0,454,495,231,272,0.001,38.5
P0DMC5,Q5SIK6,38.33,60,37,0,581,640,310,369,3.00E-08,54.2
P0DMC5,Q5SIK6,44.44,45,25,0,451,495,196,240,9.00E-07,49.1
P0DMC5,Q5SIK6,51.85,27,13,0,653,679,376,402,0.009,35.7
P0DMC5,Q5SMC3,29.13,103,73,0,827,929,4,106,5.00E-08,53.3
P0DMC5,Q5SI72,31.34,67,46,0,826,892,8,74,6.00E-07,49.6
P0DMC5,Q5SIK7,32.31,65,44,0,827,891,4,68,2.00E-06,48.2
P0DMC5,Q5SJK5,33.87,62,41,0,581,642,293,354,2.00E-06,47.7
P0DMC5,Q5SK38,25.32,79,59,0,848,926,25,103,4.00E-06,46.8
P0DMC5,Q5SK37,35.71,56,36,0,456,511,600,655,1.00E-04,41.7
P0DMC5,Q5SHK8,33.33,57,38,0,870,926,44,100,4.00E-04,40.3
P0DMC5,Q5SHY8,27.59,58,42,0,465,522,227,284,0.003,37.6
P0DMC5,Q5SIL7,37.84,37,23,0,854,890,33,69,0.004,37.1
P0DMC5,Q5SJH8,38,50,31,0,854,903,31,80,0.005,36.6
P0A7G6,Q5SHB2,69.74,228,69,0,3,230,1,228,2.00E-104,371
P0A7G6,Q5SHB2,46.32,95,51,0,232,326,231,325,2.00E-24,106
P0A7G6,Q56242,53.57,28,13,0,57,84,633,660,0.002,36.4
P52076,Q5SJK6,45.38,130,71,0,64,193,87,216,2.00E-29,122
P52076,Q5SJK6,29.09,55,39,0,1,55,22,76,1.00E-05,43.1
P52076,Q5SJK6,56.52,23,10,0,189,211,210,232,0.009,33.4
P52076,Q5SMC3,45.3,117,64,0,2,118,3,119,8.00E-28,116
P52076,Q5SMC3,37.66,77,48,0,128,204,127,203,3.00E-09,55.1
P52076,Q5SI72,42.34,111,64,0,69,179,74,184,2.00E-23,102
P52076,Q5SI72,31.82,66,45,0,3,68,9,74,3.00E-04,38.5
P52076,Q5SHK8,52.05,73,35,0,46,118,44,116,1.00E-17,82.9
P52076,Q5SHK8,40.51,79,47,0,126,204,122,200,8.00E-11,60.2
P52076,Q5SK38,34.21,114,75,0,3,116,4,117,2.00E-17,82.4
P52076,Q5SJL3,32.26,124,84,0,3,126,5,128,2.00E-15,75.5
P52076,Q5SLZ8,68.89,45,14,0,74,118,74,118,2.00E-14,72.2
P52076,Q5SLZ8,42.31,78,45,0,127,204,125,202,1.00E-11,63
P52076,Q5SHY7,66.67,45,15,0,74,118,71,115,2.00E-13,69
P52076,Q5SIK7,41.25,80,47,0,122,201,120,199,1.00E-11,63
P52076,Q5SIK7,40.91,66,39,0,2,67,3,68,2.00E-10,58.8
P52076,Q5SIK7,47.92,48,25,0,74,121,74,121,3.00E-09,55.1
P52076,Q5SJH8,44.78,67,37,0,46,112,47,113,3.00E-11,61.6
P52076,Q5SIL7,28.57,56,40,0,46,101,49,104,0.003,35.2
P52076,Q5SJ72,38.46,39,24,0,2,40,3,41,0.005,34.3
P52076,Q53VZ6,30.67,75,52,0,76,150,80,154,0.007,33.8
P40719,Q5SJK5,46.94,49,26,0,215,263,177,225,6.00E-10,58.4
P40719,Q5SJK5,41.67,36,21,0,385,420,333,368,0.002,36.6
P40719,Q5SIK6,31.46,89,61,0,167,255,145,233,8.00E-09,54.7
P40719,Q5SIK6,30.77,65,45,0,302,366,264,328,0.001,37.6
P40719,Q5SI71,39.22,51,31,0,205,255,215,265,2.00E-06,46.8
P40719,Q5SK37,26.58,79,58,0,223,301,600,678,5.00E-06,45.4
P40719,Q5SHY8,35.71,56,36,0,212,267,207,262,4.00E-04,38.9
P0A7F9,Q5SMH0,61.54,65,25,0,279,343,280,344,9.00E-23,100
P0A7F9,Q5SMH0,58.82,68,28,0,163,230,167,234,9.00E-22,97.4
P0A7F9,Q5SMH0,43.06,72,41,0,38,109,40,111,7.00E-13,67.9
P0A7F9,Q5SMH0,59.09,44,18,0,221,264,224,267,8.00E-11,61
P28304,Q5SLZ0,42,100,58,0,93,192,90,189,1.00E-21,96.8
P28304,Q5SLZ0,44.09,93,52,0,207,299,201,293,9.00E-19,87.2
P28304,Q5SLZ0,51.92,52,25,0,5,56,4,55,5.00E-12,64.9
P28304,Q5SLZ0,51.43,35,17,0,54,88,52,86,1.00E-05,43.9
P28304,Q5SLZ0,51.85,27,13,0,301,327,293,319,8.00E-04,37.5
P28304,Q5SL27,31.79,151,103,0,93,243,119,269,2.00E-18,85.9
P28304,Q5SL27,36.36,44,28,0,11,54,10,53,3.00E-06,45.7
P28304,Q5SL27,44.12,34,19,0,53,86,53,86,0.006,34.8
P28304,Q5SI53,37.97,79,49,0,93,171,97,175,4.00E-09,55.3
P28304,Q5SI53,52.78,36,17,0,58,93,58,93,3.00E-06,45.7
P28304,Q5SKH9,32.05,78,53,0,117,194,102,179,6.00E-08,51.2
P28304,Q5SL93,32.39,71,48,0,150,220,175,245,0.003,35.7
P39288,Q5SL07,39.39,132,80,0,130,261,116,247,3.00E-32,132
P39288,Q5SLA4,55,20,9,0,189,208,237,256,0.006,34.9
P39288,Q5SKZ0,28.13,64,46,0,191,254,22,85,0.009,34.4
P0A9J6,Q53W83,30.23,86,60,0,220,305,216,301,2.00E-11,62.8
P0A9J6,Q53W83,32.2,59,40,0,27,85,19,77,3.00E-06,45.6
P0A9J6,Q5SJL6,46.94,49,26,0,218,266,205,253,5.00E-08,51.5
P0A9J6,Q5SL62,26.72,116,85,0,9,124,5,120,5.00E-08,51.5
P0A9J6,Q5SL62,38.89,54,33,0,248,301,248,301,2.00E-04,39.2
P0A9J6,Q5SKG3,37.5,56,35,0,170,225,120,175,2.00E-05,42.9
P0ACQ0,Q53W81,39.02,82,50,0,216,297,213,294,4.00E-17,81.7
P0ACQ0,Q53W81,37.97,79,49,0,3,81,7,85,6.00E-13,67.9
P0ACQ0,Q53W81,56.1,41,18,0,168,208,168,208,1.00E-07,50.4
P0ACQ0,Q5SK45,38.04,92,57,0,3,94,7,98,4.00E-14,72
P0ACQ0,Q5SK45,35.29,51,33,0,224,274,230,280,5.00E-04,38.4
P04983,Q5SJB5,35.71,154,99,0,113,266,112,265,3.00E-29,122
P04983,Q5SJB5,42.2,109,63,0,379,487,379,487,2.00E-26,113
P04983,Q5SJB5,44.76,105,58,0,1,105,1,105,4.00E-21,95.6
P04983,Q5SJB5,30.19,106,74,0,389,494,134,239,3.00E-14,73.1
P04983,Q5SJB5,38.98,59,36,0,271,329,23,81,2.00E-08,53.4
P04983,Q5SJB5,22.11,95,74,0,145,239,399,493,3.00E-06,46.5
P04983,Q5SJB5,47.37,38,20,0,266,303,266,303,4.00E-06,46
P04983,Q5SIR0,36.15,130,83,0,364,493,357,486,1.00E-23,104
P04983,Q5SIR0,41.51,106,62,0,389,494,129,234,3.00E-22,99.3
P04983,Q5SIR0,39.22,102,62,0,142,243,136,237,6.00E-22,98.4
P04983,Q5SIR0,42,100,58,0,4,103,1,100,4.00E-20,92.4
P04983,Q5SIR0,35.94,64,41,0,271,334,20,83,8.00E-08,51.5
P04983,Q5SIR0,51.28,39,19,0,265,303,262,300,5.00E-06,45.6
P04983,Q5SKQ6,37.14,105,66,0,1,105,1,105,1.00E-20,94.2
P04983,Q5SKQ6,35.85,53,34,0,386,438,138,190,3.00E-06,46.5
P04983,Q5SKQ6,33.87,62,41,0,268,329,20,81,1.00E-05,44.7
P04983,Q5SKQ6,29.58,71,50,0,120,190,126,196,6.00E-04,38.7
P04983,Q5SL46,31.67,120,82,0,3,122,2,121,1.00E-18,87.8
P04983,Q5SL46,37.65,85,53,0,138,222,148,232,4.00E-14,72.7
P04983,Q5SL46,29.59,98,69,0,387,484,143,240,2.00E-13,69.9
P04983,Q5SL46,27.42,62,45,0,268,329,19,80,2.00E-04,40.5
P04983,Q5SIB5,36.73,98,62,0,390,487,129,226,2.00E-16,80
P04983,Q5SIB5,31.86,113,77,0,116,228,109,221,2.00E-13,69.9
P04983,Q5SIB5,33.87,62,41,0,4,65,3,64,2.00E-05,43.3
P04983,Q5SIB5,33.33,48,32,0,268,315,19,66,8.00E-04,38.2
P04983,Q5SH06,34.74,95,62,0,388,482,125,219,3.00E-16,79.5
P04983,Q5SH06,27.12,118,86,0,105,222,96,213,4.00E-11,62.6
P04983,Q5SH06,37.1,62,39,0,4,65,1,62,3.00E-08,52.9
P04983,Q5SKE9,31.07,103,71,0,5,107,3,105,1.00E-14,74
P04983,Q5SKE9,27.83,115,83,0,371,485,110,224,1.00E-11,64.4
P04983,Q5SKE9,25.26,95,71,0,137,231,130,224,1.00E-08,54.3
P04983,Q5SKE9,31.34,67,46,0,271,337,21,87,6.00E-05,41.9
P04983,Q5SHV0,40.85,71,42,0,4,74,6,76,5.00E-14,72.2
P04983,Q5SHV0,52.63,38,18,0,394,431,130,167,2.00E-07,50.2
P04983,Q5SHV0,35.09,57,37,0,116,172,106,162,1.00E-05,44.2
P04983,Q5SHV0,34.62,52,34,0,271,322,25,76,2.00E-04,40.1
P04983,Q5SJP5,37.97,79,49,0,396,474,58,136,7.00E-14,71.7
P04983,Q5SJP5,27.27,77,56,0,142,218,58,134,4.00E-08,52.5
P04983,Q5SJR7,38.46,78,48,0,396,473,133,210,7.00E-14,71.7
P04983,Q5SJR7,36.21,58,37,0,5,62,3,60,9.00E-09,54.8
P04983,Q5SJR7,26.88,93,68,0,126,218,117,209,4.00E-08,52.5
P04983,Q5SJR7,50,42,21,0,271,312,21,62,5.00E-05,42.4
P04983,Q5SJ55,34.88,86,56,0,396,481,139,224,9.00E-14,71.3
P04983,Q5SJ55,33.33,102,68,0,121,222,118,219,5.00E-13,69
P04983,Q5SJ55,32,50,34,0,1,50,1,50,4.00E-06,46
P04983,Q5SKE8,33.33,84,56,0,402,485,43,126,2.00E-12,67.1
P04983,Q5SKE8,29.41,85,60,0,138,222,33,117,9.00E-10,58
P04983,Q5SH42,26.67,120,88,0,103,222,93,212,2.00E-12,66.7
P04983,Q5SH42,31.03,87,60,0,390,476,126,212,6.00E-12,65.3
P04983,Q5SH42,38.1,63,39,0,5,67,4,66,9.00E-10,58
P04983,Q5SH42,33.33,51,34,0,266,316,17,67,0.002,37.3
P04983,Q5SIN4,30.39,102,71,0,372,473,113,214,2.00E-11,63.9
P04983,Q5SIN4,34.38,64,42,0,3,66,2,65,1.00E-09,57.5
P04983,Q5SIN4,25,96,72,0,140,235,135,230,2.00E-09,56.6
P04983,Q5SIN4,26.87,67,49,0,271,337,22,88,9.00E-05,41.4
P04983,Q5SJK1,44.07,59,33,0,396,454,143,201,7.00E-11,61.6
P04983,Q5SJK1,31.33,83,57,0,117,199,118,200,2.00E-09,56.6
P04983,Q5SJK1,43.75,32,18,0,19,50,21,52,0.001,37.8
P04983,Q5SL54,28.3,106,76,0,1,106,1,106,4.00E-10,59.3
P04983,Q5SL54,44.68,47,26,0,396,442,138,184,8.00E-07,48.3
P04983,Q5SL54,26.09,92,68,0,107,198,103,194,4.00E-06,46
P04983,Q5SL54,29.41,68,48,0,268,335,20,87,5.00E-05,42.4
P04983,Q5SL40,32.47,77,52,0,393,469,132,208,7.00E-10,58.4
P04983,Q5SL40,40.82,49,29,0,5,53,4,52,3.00E-06,46.5
P04983,Q5SIX4,34.72,72,47,0,2,73,20,91,9.00E-10,58
P04983,Q5SIX4,46.15,39,21,0,396,434,153,191,5.00E-07,48.8
P04983,Q5SIN5,34.29,70,46,0,121,190,39,108,2.00E-09,56.6
P04983,Q5SIN5,34.78,46,30,0,399,444,63,108,5.00E-05,42.4
P04983,Q5SM72,28.95,76,54,0,396,471,119,194,2.00E-09,56.6
P04983,Q5SM72,23.36,107,82,0,122,228,99,205,2.00E-07,50.2
P04983,Q5SM72,47.22,36,19,0,275,310,24,59,8.00E-04,38.2
P04983,Q5SM72,34.29,35,23,0,25,59,22,56,0.002,37.3
P04983,Q5SKA0,38.98,59,36,0,393,451,133,191,5.00E-09,55.7
P04983,Q5SKA0,39.22,51,31,0,16,66,11,61,3.00E-06,46.5
P04983,Q5SKA0,30.16,63,44,0,137,199,131,193,1.00E-05,44.2
P04983,Q5SKA0,41.86,43,25,0,271,313,18,60,0.001,37.8
P04983,Q5SL41,35.38,65,42,0,394,458,153,217,1.00E-08,54.3
P04983,Q5SL41,36.96,46,29,0,17,62,30,75,3.00E-06,46.5
P04983,Q5SL41,25.93,54,40,0,137,190,150,203,8.00E-04,38.2
P04983,Q5SIF0,44.9,49,27,0,386,434,145,193,2.00E-08,53.4
P04983,Q5SIF0,37.25,51,32,0,24,74,44,94,8.00E-07,48.3
P04983,Q5SIF0,32.26,62,42,0,124,185,137,198,8.00E-04,38.2
P04983,Q5SIF0,26.92,52,38,0,271,322,43,94,0.008,35
P04983,Q5SIR9,24.75,101,76,0,126,226,123,223,3.00E-08,52.9
P04983,Q5SIR9,28.21,78,56,0,396,473,139,216,2.00E-07,50.6
P04983,Q5SJ09,33.82,68,45,0,386,453,150,217,4.00E-08,52.5
P04983,Q5SJ09,35.19,54,35,0,12,65,35,88,2.00E-07,50.6
P04983,Q5SJ09,40.43,47,28,0,268,314,43,89,3.00E-05,42.8
P04983,Q5SJP4,31.25,64,44,0,411,474,1,64,4.00E-08,52.5
P04983,Q5SID8,36.21,58,37,0,396,453,138,195,4.00E-08,52.5
P04983,Q5SID8,25.76,66,49,0,1,66,1,66,3.00E-06,46.5
P04983,Q5SID8,36.96,46,29,0,271,316,23,68,8.00E-04,38.2
P04983,Q5SH96,46.51,43,23,0,396,438,142,184,8.00E-08,51.5
P04983,Q5SH96,35.85,53,34,0,120,172,120,172,2.00E-04,40.5
P04983,Q5SL20,25.33,75,56,0,370,444,133,207,8.00E-08,51.5
P04983,Q5SL20,36.73,49,31,0,268,316,34,82,1.00E-06,47.4
P04983,Q5SL20,30,60,42,0,10,69,24,83,1.00E-05,44.7
P04983,Q5SKC8,48.78,41,21,0,394,434,114,154,1.00E-07,51.1
P04983,Q5SKC8,37.74,53,33,0,120,172,94,146,3.00E-05,42.8
P04983,Q5SIM7,51.22,41,20,0,396,436,475,515,3.00E-07,49.7
P04983,Q5SLN1,44.68,47,26,0,396,442,168,214,3.00E-07,49.7
P04983,Q5SLN1,40.82,49,29,0,142,190,168,216,1.00E-05,44.7
P04983,Q5SLN1,30.61,49,34,0,2,50,22,70,0.006,35.5
P04983,Q5SKQ5,26.09,92,68,0,353,444,97,188,4.00E-07,49.2
P04983,Q5SKQ5,39.13,46,28,0,17,62,15,60,4.00E-06,46
P04983,Q53VZ4,55.88,34,15,0,394,427,153,186,1.00E-06,47.9
P04983,Q53VZ4,32.81,64,43,0,109,172,122,185,5.00E-05,42.4
P04983,Q53VZ4,36.84,38,24,0,25,62,39,76,2.00E-04,40.1
P04983,Q53VZ4,31.82,44,30,0,268,311,34,77,0.008,35
P04983,Q5SL21,38.78,49,30,0,396,444,163,211,2.00E-06,46.9
P04983,Q5SL21,50,28,14,0,17,44,23,50,0.002,36.8
P04983,Q5SJN3,46.15,39,21,0,396,434,134,172,3.00E-06,46.5
P04983,Q5SJN3,25.71,70,52,0,5,74,4,73,2.00E-05,43.7
P04983,Q5SJN3,34.69,49,32,0,124,172,116,164,0.001,37.8
P04983,Q5SIG1,30,70,49,0,4,73,2,71,7.00E-06,45.1
P04983,Q5SIG1,29.63,54,38,0,268,321,18,71,1.00E-04,41
P04983,Q5SIG1,27.08,48,35,0,393,440,112,159,0.002,36.8
P04983,Q5SH92,43.75,48,27,0,5,52,4,51,7.00E-06,45.1
P04983,Q5SH92,25,56,42,0,397,452,145,200,0.004,35.9
P04983,Q53VW1,33.93,56,37,0,20,75,17,72,1.00E-05,44.2
P04983,Q53VW1,38.46,52,32,0,271,322,20,71,9.00E-05,41.4
P04983,Q53VW1,24.66,73,55,0,163,235,156,228,6.00E-04,38.7
P04983,Q5SKR4,41.03,39,23,0,396,434,134,172,1.00E-05,44.2
P04983,Q5SM29,45.45,33,18,0,20,52,396,428,6.00E-05,41.9
P04983,Q5SM29,22.08,77,60,0,396,472,496,572,0.006,35.5
P04983,Q5SIM8,37.5,40,25,0,20,59,376,415,8.00E-04,38.2
P04983,Q5SIM8,25.4,63,47,0,142,204,497,559,0.003,36.4
P04983,Q5SIM8,36.96,46,29,0,271,316,379,424,0.006,35.5
P24554,Q5SKV2,47.78,180,94,0,251,430,229,408,4.00E-48,185
P24554,Q5SKV2,58.18,55,23,0,190,244,170,224,3.00E-17,83
P24554,Q5SKV2,51.72,58,28,0,66,123,53,110,4.00E-14,72.4
P24554,Q5SKV2,33.33,42,28,0,6,47,3,44,0.001,37.4
P24554,Q5SJA3,33.33,72,48,0,364,435,677,748,2.00E-09,56.8
P24554,Q5SK78,32.26,62,42,0,372,433,683,744,2.00E-07,49.9
P24554,Q5SMC0,42.22,45,26,0,372,416,565,609,0.002,37
P0AGI1,Q5SIN8,29.49,78,55,0,188,265,179,256,1.00E-05,43.5
P0AGI1,Q5SH74,28.33,60,43,0,176,235,152,211,1.00E-04,40.3
P33919,Q5SIU8,35.59,59,38,0,266,324,580,638,1.00E-06,47.7
P33919,Q5SM34,32.39,71,48,0,277,347,272,342,7.00E-05,42.1
P33919,Q56243,39.47,38,23,0,288,325,478,515,0.006,35.6
P0AG30,Q5SJE9,57.14,210,90,0,203,412,210,419,2.00E-78,285
P0AG30,Q5SJE9,55.81,86,38,0,146,231,152,237,5.00E-26,111
P0AG30,Q5SJE9,45.59,68,37,0,81,148,90,157,3.00E-14,72.6
P0AG30,Q5SJE9,37.7,61,38,0,5,65,16,76,6.00E-07,48.3
P0A7I4,Q5SHN5,29.61,152,107,0,55,206,50,201,3.00E-22,99.7
P0A7I4,Q5SHN5,51.61,31,15,0,250,280,254,284,3.00E-05,43
P0A7I4,Q5SHN5,39.47,38,23,0,9,46,8,45,0.003,36.5
P0A7I4,Q5SKA7,51.28,39,19,0,85,123,79,117,7.00E-08,51.8
P0A7I4,Q5SI76,27,100,73,0,47,146,32,131,4.00E-07,49.4
P0A7I4,P48515,29.41,68,48,0,84,151,122,189,3.00E-05,43
P0A7I4,P60339,24.72,89,67,0,63,151,57,145,3.00E-05,43
P0A7I4,Q5SHN6,24.72,89,67,0,63,151,57,145,3.00E-05,43
P0A7I4,Q5SJH2,38.3,47,29,0,375,421,294,340,0.007,35.2
